id;name;host_id;host_name;neighbourhood;room_type; price ;minimum_nights;number_of_reviews;days open
995187;BIG & SUNNY, 1 STOP FROM MANHATTAN;2829145;Charlotta;Fort Greene;Entire home/apt; $275,00 ;4;81;310
995215;Upper West Side Amazing Large 2 Bedrooms;3038687;Karen;Upper West Side;Entire home/apt; $99,00 ;30;1;113
995367;1BR Apt as featured in New York Mag;412783;Nick;Greenwich Village;Entire home/apt; $334,00 ;11;14;238
995469;Beautiful Large Furnished Bedroom on UES;5468901;Sanya;Upper East Side;Private room; $60,00 ;7;1;0
997404;Charming Apt. In Brooklyn Townhouse;5480570;Darnell And Allison;Bedford-Stuyvesant;Entire home/apt; $145,00 ;3;200;303
998423;Great space minutes from Manhattan!;2765234;Casey;Astoria;Private room; $75,00 ;4;19;10
998887;Sunny studio apt in heart of SoHo;227908;Mischa;SoHo;Entire home/apt; $130,00 ;20;33;11
999248;TriBeCa 2500 Sq Ft w/ Priv Elevator;273174;Jon;Tribeca;Entire home/apt; $575,00 ;1;447;207
999977;Cozy studio apartment on upperwest;5497326;Jennifer;Upper West Side;Entire home/apt; $295,00 ;7;2;0
999984;Greenwich Village Townhouse Apt;5468033;Linda;West Village;Entire home/apt; $300,00 ;3;108;318
1000788;Modern Lux 1 br near 2/3/4/5 Trains;4797532;Priscilla;Crown Heights;Entire home/apt; $120,00 ;28;1;280
1001147;Big Room with Bath in Bushwick! ;3363720;Kate;Bushwick;Private room; $50,00 ;3;92;171
1001447;Comfy twin bed/Cosy apartment/East Harlem / Subway;214794;Pete & Marcos;East Harlem;Shared room; $56,00 ;2;117;303
1002469;Comfortable Apt near Bloomingdales;5512719;Ellen;Upper East Side;Entire home/apt; $191,00 ;2;66;347
1003530;New York City - Upper West Side Apt;454250;Greta;Upper West Side;Private room; $135,00 ;7;70;44
1003754;Chic  Park Slope Pied-à-terre;5520355;Finola;South Slope;Entire home/apt; $195,00 ;7;98;94
1005416;South Harlem Gem! 113th St & 8th Ave;5529633;Michael;Harlem;Shared room; $75,00 ;1;43;9
1005763;★Private Room Overlooking the Park★;450050;Yakov & Cynthia;Harlem;Private room; $99,00 ;10;45;83
1009883;Modern, Carroll Garden Townhouse;329436;Jana;Carroll Gardens;Entire home/apt; $350,00 ;3;41;22
1009973;Brooklyn Wildlife Loft Mckibbin st;5556571;Chris;Williamsburg;Entire home/apt; $40,00 ;15;10;365
1010785;Astoria awesome balcony apartment PARKING AVAILABL;3898812;Ahmed;Astoria;Entire home/apt; $130,00 ;1;58;301
1011449;Spacious and EASY access to all!;5563508;Nate;Prospect-Lefferts Gardens;Entire home/apt; $225,00 ;2;48;339
1013648;Gorgeous 2 Fl Apt in1887 Brownstone;5018907;Vera;Park Slope;Entire home/apt; $225,00 ;7;8;342
1016004;Clean and Cute Shared Room in Very Safe Area;5577926;Lou;Astoria;Shared room; $38,00 ;1;127;55
1016105;BK - Spacious & Sunny 4 bedroom apartment;5591685;Paul;Clinton Hill;Entire home/apt; $200,00 ;7;10;11
1016352;Midtown West Modern & Sunny-near Central Park;5593208;Tj;Hell's Kitchen;Entire home/apt; $550,00 ;1;0;365
1016819;2BR 2Bath duplex w garden & terrace;5596242;Sabrina And Eduardo;Clinton Hill;Entire home/apt; $235,00 ;6;5;3
1018181;Master Bedroom  Ideal for 2 - Luxury for 1 !;4937803;Alicia;Prospect-Lefferts Gardens;Private room; $75,00 ;5;8;365
1018529;Large 2 BDRM @ McCarren Park!!;5606448;Pete;Greenpoint;Entire home/apt; $249,00 ;30;71;273
1019360;Hip charming Williamsburg apartment;693889;Heather;Williamsburg;Entire home/apt; $120,00 ;5;7;0
1021005;Cute Bedroom in Clinton Hill;5619749;Jen;Bedford-Stuyvesant;Private room; $50,00 ;28;1;343
1021491;Whole Apt: Artsy home by BK Museum;5622682;Sabrina;Crown Heights;Entire home/apt; $85,00 ;3;10;149
1021957;PRIVATE QUIET SUITE;315606;Cynthia;Crown Heights;Private room; $78,00 ;3;10;95
1022204;Glowing reviews, hip neighborhood;3483960;Keith;Lower East Side;Private room; $110,00 ;3;49;0
1023181;LOCATION/garden!(FEMALE only, next to girl's room);4932354;Mitty;Prospect Heights;Private room; $50,00 ;3;138;315
1023529;Convenient and private;5634395;Sarah;Harlem;Private room; $52,00 ;3;163;0
1024113;Lovely room in East Williamsburg, NY;2120889;Megan;Williamsburg;Private room; $63,00 ;2;0;66
1024135;Beautiful UES Studio with Backyard for Sublet;261530;Melissa;Upper East Side;Entire home/apt; $105,00 ;45;20;109
1025001;Private Entrance Charming Bedroom;5641042;Livia;Glendale;Private room; $75,00 ;2;132;333
1025786;Fantastic 1br in Astoria/LIC;5647813;Atlanta;Long Island City;Private room; $69,00 ;7;12;365
1025847;Modern 1BR East Village Apt w/patio;62316;Sam;East Village;Entire home/apt; $165,00 ;60;11;311
1026565;Peaceful Park Slope near subways;825252;Meredith;Park Slope;Entire home/apt; $125,00 ;2;45;0
1026683;Mi Casa Tu Casa Guesthouse Mexico ;5652395;Julio;Concourse;Private room; $85,00 ;2;11;363
1027808;East Village Loft - 1300 sq/ft home - 2 Bedrooms!;5655889;East Village Loft;East Village;Entire home/apt; $499,00 ;5;47;341
1028263;Spacious Room/Great Location;5658953;Claudia;East Village;Private room; $60,00 ;5;66;232
1029482;Private Room w TV in East Village;5664550;Kelly;East Village;Private room; $95,00 ;5;35;320
1029808;Spacious 1bd Near Trendy Neighborhoods And City;5293735;Hayley;Bedford-Stuyvesant;Entire home/apt; $105,00 ;5;12;0
1030254;Large room in Beautiful communal house;1949282;Kyla;Bushwick;Private room; $55,00 ;2;65;235
1030392;BIG, COMFY, 4BR DUPLEX, GARDEN APT, Williamsburg;216191;M;Williamsburg;Entire home/apt; $289,00 ;2;39;88
1030780;NYC Brooklyn Sunset Park- Great Bed. Great House.;1113080;Audrey;Sunset Park;Private room; $70,00 ;2;45;0
1032127;Short Term Stay in Chelsea/MP NYC;5679237;Renee;Chelsea;Entire home/apt; $275,00 ;7;0;188
1032610;Beautiful loft in trendy Harlem!;5681729;Sandrine;Harlem;Entire home/apt; $130,00 ;7;5;231
1032611; Private 1 bdrm Lefferts Gr, BK apt;5682003;Rachael;Prospect-Lefferts Gardens;Entire home/apt; $125,00 ;2;38;3
1034911;Entire Spaceous, Sunny, Loft in Clinton Hill;5696628;Christine;Bedford-Stuyvesant;Entire home/apt; $150,00 ;2;17;23
1036498;☆☆New Discount☆☆ 10min to Manhattan;3233986;Daniel;Astoria;Private room; $46,00 ;4;70;173
1036734;Apartment in the heart of Upper East Side;5707409;Mary;Upper East Side;Entire home/apt; $100,00 ;3;226;221
1037016;Quiet central Williamsburg Loft room;237477;Alexander;Williamsburg;Private room; $90,00 ;5;8;0
1039215;Heart of Williamsburg - authentic & central!;4911550;Marc;Williamsburg;Entire home/apt; $90,00 ;3;166;104
1039435;Lovely studio in Manhattan,New York;5709288;Fabia;Midtown;Entire home/apt; $220,00 ;360;1;0
1039983;Tribeca Loft w/ Private Elevator;273174;Jon;Tribeca;Entire home/apt; $1 000,00 ;1;25;37
1039984;Furnished BrownStone Apartment;5447617;Jeffrey;Bedford-Stuyvesant;Entire home/apt; $130,00 ;30;52;171
1040156;2 floor Luxury Loft in the best location!;3740730;S;Chelsea;Entire home/apt; $499,00 ;6;127;303
1041996;Small room with private bath in New York;964482;Colin;Harlem;Private room; $45,00 ;2;18;197
1042416;Sunny Brownstone  Attic;5738733;Elizabeth;Bedford-Stuyvesant;Entire home/apt; $70,00 ;2;210;288
1042806;My Other Little Guestroom;2680820;Linda;Flushing;Private room; $59,00 ;1;281;322
1043046;Studio in Best Possible Location!;2335804;Lindsay;Chelsea;Entire home/apt; $160,00 ;5;70;0
1044502;HELLO HARLEM;5749899;Obora & Michael;Harlem;Entire home/apt; $195,00 ;4;128;278
1044731;Dear Potential Airbnb Guests.;5751206;Nigel;Flatbush;Private room; $96,00 ;3;58;364
1045491;Prime Williamsburg. Brand new;1356046;Daniel;Williamsburg;Private room; $75,00 ;3;179;136
1045897;HISTORIC WILLIAMSBURG, BKLYN;839679;Brady;Williamsburg;Entire home/apt; $195,00 ;3;173;273
1046443;Beautiful & spacious apartment in Astoria, Queens;5760970;Chris;Ditmars Steinway;Private room; $200,00 ;1;16;364
1048190;Huge Sunny Loft w Patio + Charm;832244;Elise;Bedford-Stuyvesant;Entire home/apt; $139,00 ;30;26;205
1049224;Beautiful duplex in a brownstone;1740216;Laura;Harlem;Entire home/apt; $190,00 ;30;31;84
1051575;Quiet and Comfort Near Columbia University;5245246;Lisa;Harlem;Private room; $95,00 ;2;27;320
1053523;Beautiful Ground Level Townhouse Ap;4128399;Jose;Lower East Side;Entire home/apt; $350,00 ;3;7;364
1054006;Bohemian East Village Brownstone;92272;Kristin;Gramercy;Private room; $80,00 ;3;7;217
1054201;One Bedroom Townhouse Apartment;4165498;L.A.;East Harlem;Entire home/apt; $120,00 ;5;83;242
1055029;Washington Heights/Inwood apartment;5810195;Emilie;Inwood;Private room; $42,00 ;1;46;357
1056119;Cozy Private Space in Williamsburg Townhome;5817011;Clyde;Williamsburg;Entire home/apt; $116,00 ;4;112;127
1056185;Sunny+Cozy Double bedroom in BKLYN!;697442;Chris And Zach;East Flatbush;Private room; $60,00 ;1;356;19
1056256;Beautiful eco triplex w/green roof. Free yoga/spa.;462379;Loretta;Carroll Gardens;Entire home/apt; $1 395,00 ;1;55;362
1056445;Upscale Designer Studio-Heart of Manhattan;1600541;Marina;Upper East Side;Entire home/apt; $425,00 ;2;68;358
1056804;Spacious Modern & Comfy 2BR in BK Brownstone;2413155;Noreen;Boerum Hill;Entire home/apt; $225,00 ;4;95;251
1057022;Spacious 1br East Village Apartment;5822377;Shunan;East Village;Entire home/apt; $159,00 ;5;16;0
1059531;Staten Island 1st floor Apartment;7875272;Mary;Port Richmond;Entire home/apt; $221,00 ;30;0;0
1059891;“L l,x w w.     XThank &mftkn.  .;11837926;Anthony;Midtown;Private room; $150,00 ;7;44;365
1060019;Modern Duplex 1 bdrm , 1.5 Baths + terrace!;5837033;Mark;Upper East Side;Entire home/apt; $199,00 ;1;116;300
1061337;Sunny Private BR Crown Hts Brooklyn;1557383;Candace;Crown Heights;Private room; $70,00 ;1;4;0
1063020;Private Brownstone;5851210;Amy;East Harlem;Entire home/apt; $110,00 ;31;235;84
1063554;bedroom in big sunny loft (& Roof!);2873394;Aurora;Bushwick;Private room; $60,00 ;2;10;18
1065138;Private room in beautiful neighborhood in Brooklyn;5861233;Nevena;Crown Heights;Private room; $50,00 ;3;2;0
1066769;Clean Room, Central Location in Manhattan;3327668;Tim;Lower East Side;Private room; $120,00 ;1;360;240
1067251;Entire home/apt in New York;5872605;Patrick;East Village;Entire home/apt; $395,00 ;5;0;0
1068505;Relaxing and Roomy in Crown Heights;2128778;Rachael;Crown Heights;Private room; $60,00 ;2;51;57
1069266;Stay like a real New Yorker!;5867023;Michael;Midtown;Entire home/apt; $145,00 ;2;146;148
1069287;Park Slope 1br by Barclays Center/Prospect Park!;5879729;Stephanie;Williamsburg;Entire home/apt; $83,00 ;30;16;26
1070458;Room in a cozy loft;3968209;Swetha;SoHo;Private room; $100,00 ;3;64;355
1071743;Brooklyn Family Friendly Brownstone;5895535;Tara;Crown Heights;Entire home/apt; $200,00 ;2;3;0
1072212;Relaxed in New York;5897760;Eo;Harlem;Private room; $50,00 ;3;145;211
1072481;Bedroom for two in Chelsea;5479559;Michael;Chelsea;Private room; $70,00 ;1;206;15
1073635;Cozy Carroll Gardens Brownstone Apt;4243849;Emma;Carroll Gardens;Entire home/apt; $175,00 ;2;279;218
1073780;Sunny Clinton Hill Apt w/Patio;1149419;Alex;Crown Heights;Entire home/apt; $149,00 ;28;18;265
1073832;Designer Studio Apt in Red Hook;5585945;Orren;Red Hook;Entire home/apt; $125,00 ;3;162;300
1074155;Big 1st Meal, Kind Host, Ace Space;5909206;Nancy;East Harlem;Private room; $58,00 ;1;323;284
1074506;Amazing Queens Oasis Steps to Train;2981156;Kia;Astoria;Entire home/apt; $160,00 ;2;13;56
1076324;2BR Sunny Apt - 15 min from MIDTOWN;3864301;Sen;Sunnyside;Entire home/apt; $150,00 ;30;9;365
1077176;Beautiful Gramercy duplex loft with terrace;5927702;Shayne;Gramercy;Entire home/apt; $131,00 ;30;23;33
1077179;Large luxury 1 bedroom loft in Gramercy;5927702;Shayne;Gramercy;Entire home/apt; $250,00 ;30;17;327
1077375;Private RM 15min from the Manhattan;5855145;Edward;Astoria;Private room; $70,00 ;1;136;359
1079675;Clean, Complete and Cool;5938496;Michael;Nolita;Entire home/apt; $149,00 ;5;26;0
1080543;Sunny Sunset Park Artist Loft;5943212;Doug;Sunset Park;Entire home/apt; $109,00 ;2;70;339
1080766;Summer Special Price Times Square;5944682;Maja & Pierre;Theater District;Private room; $185,00 ;2;243;127
1080816;Cozy apartment in Greenpoint;5944756;Hasan;Greenpoint;Entire home/apt; $138,00 ;14;6;356
1080839;Spacious sunny bedroom - East Village (A);3417321;David;East Village;Private room; $150,00 ;10;36;0
1083888;Verna's Brownstone  (no stove, no gatherings);5959653;Verna;Bedford-Stuyvesant;Private room; $80,00 ;1;14;283
1086640;1 Bedroom Apt Greenpoint, Brooklyn;5972975;Leigh;Greenpoint;Entire home/apt; $75,00 ;2;2;0
1087215;Stunning Designer Loft in the heart of Chelsea;1841580;George;Chelsea;Entire home/apt; $300,00 ;5;44;87
1089240;Great Apartment with luxurious bath in NYC/Chelsea;5971251;D. Anthony;Chelsea;Private room; $176,00 ;2;123;268
1089542;Private Cozy Bedroom in Brooklyn;663764;Karen;East Flatbush;Private room; $47,00 ;2;248;0
1089619;Bright, Huge Room in 3 Bedroom Apt.;5986790;Gen;Washington Heights;Private room; $40,00 ;7;26;272
1090732;You take living or bedroom!;5993276;Alfred;Richmond Hill;Shared room; $60,00 ;7;0;362
1091582;Two Comfy Rooms in Park Slope;2768182;Devi;South Slope;Private room; $89,00 ;1;49;24
1091840;Private bedroom in Manhattan, NYC ;4714927;Elisa;East Harlem;Private room; $75,00 ;2;152;12
1092760;Private Entrance - Backyard Summer Dining - Enjoy;5887081;Michelle;Bedford-Stuyvesant;Entire home/apt; $110,00 ;7;195;284
1093977;Sunny Apt in Harlem, New York;6010467;Mary Anne;Harlem;Entire home/apt; $85,00 ;30;23;0
1095106;Greenpoint - with your own space!;6016424;Susan;Greenpoint;Private room; $72,00 ;4;54;71
1096511;Private Room in Large Apt w/ Gorgeous Park View;364499;Ife;Harlem;Private room; $85,00 ;2;233;72
1097816;Group-Student-Friendly Bklyn House;1709216;Steve And Heather;East Flatbush;Entire home/apt; $325,00 ;2;19;328
1098863;Great Bushwick Studio Apartment;2413714;Wilfredo;Bushwick;Entire home/apt; $125,00 ;2;116;365
1099244;Big UWS 1Bdrm 2 min to Central Park;5604089;Chris;Upper West Side;Entire home/apt; $200,00 ;3;3;0
1100421;Cobble Hill, sunny large 1BR apt;1545977;Lelia;Cobble Hill;Entire home/apt; $195,00 ;30;38;345
1100753;Stunner Garden Apt in Townhouse;6046616;Stephen;Washington Heights;Entire home/apt; $175,00 ;2;0;280
1101035;Sunny 1 or 2 BR apt in Boerum Hill;6048514;Judy;Boerum Hill;Entire home/apt; $189,00 ;4;227;247
1101224;THE PUTNAM;2571;Teedo;Bedford-Stuyvesant;Entire home/apt; $182,00 ;9;27;23
1102858;Brownstone Flat on Tree-Lined Block;5908577;Eric;Crown Heights;Entire home/apt; $105,00 ;1;349;277
1102942;1BR, 1BTH Duplex W/ LRG OUTD SPACE;6057624;Scooter;Kips Bay;Entire home/apt; $240,00 ;1;67;321
1102963;The Bushwick 3BR 2BA 20 mins to NYC;3531317;Ingrid;Bushwick;Entire home/apt; $185,00 ;4;95;215
1105845;Convenient Location! 1 BR on 1Floor;3630531;Yuko;Chelsea;Entire home/apt; $160,00 ;4;5;168
1106284;Modern Loft Space on Gramercy Park;2757621;James;Gramercy;Entire home/apt; $250,00 ;4;23;11
1107092;Brand new 2BD Apt in Gramercy;4373782;Victoria;Kips Bay;Entire home/apt; $650,00 ;30;36;256
1107976;Manhattan & Time Square in 30 minutes. Back room.;3158364;Devika;Sunnyside;Private room; $35,00 ;5;59;250
1108309;Charming Housebarge w/ outside deck;1018472;Angus;Sheepshead Bay;Entire home/apt; $85,00 ;4;72;360
1109092;Beautiful Park Slope 3bdrm Duplex;6088518;Evelyn;Park Slope;Entire home/apt; $550,00 ;3;21;1
1110195;Chic Brooklyn Apt.- Private Room;6093878;Gee;Bedford-Stuyvesant;Private room; $80,00 ;2;44;159
1110484;Forget NYC, Stay in Williamsburg! Best 1 BR Apt;1690569;Greg;Williamsburg;Entire home/apt; $175,00 ;6;32;291
1112070;Private Room & Bath in Brooklyn!;350702;Autumn;Crown Heights;Private room; $95,00 ;2;132;354
1112407;Harlem Short Term Stay;6105036;George;Harlem;Entire home/apt; $158,00 ;4;37;314
1112484;Beautiful duplex on Bowery;3211592;Loli;Chinatown;Private room; $85,00 ;3;37;5
1113125;Huge 1br - tons of light - williamsburg;2733465;David;Nolita;Entire home/apt; $209,00 ;1;23;365
1114409;2BR spacious luminous brownstone;265152;Marta;Fort Greene;Entire home/apt; $150,00 ;2;21;3
1114493;Quiet room with desk in 2BR spacious brownstone;265152;Marta;Fort Greene;Private room; $70,00 ;2;55;13
1114788;Astoria Heights Gorgeous Guest Bedroom;6118355;William;Ditmars Steinway;Private room; $73,00 ;1;6;363
1115381;Private Room & Balcony in New York;6121678;Kamala;Park Slope;Private room; $85,00 ;2;1;0
1117516;Beautiful new one bedroom apartment;6133754;Trevor;Bedford-Stuyvesant;Entire home/apt; $95,00 ;3;218;246
1117706;Bright, Bohemian, Spacious Apt in Williamsburg;2843987;Simona;Williamsburg;Entire home/apt; $125,00 ;2;16;0
1118031;Private room in Prime Soho/Nolita location;6136511;Sky;Nolita;Private room; $89,00 ;3;29;190
1121448;1 rm @ 3BR loft williamsburg room 2;4864306;Joseph;Greenpoint;Private room; $50,00 ;2;36;232
1121497;Spacious E Williamsburg with Yard!!;496164;Todd;Williamsburg;Private room; $75,00 ;5;73;307
1121502;ART HOUSE VAULT;5942292;@ Art House Monique;Bedford-Stuyvesant;Private room; $60,00 ;1;65;26
1123737;Leelas Bright, Cosy, and furnushed room.;5986790;Gen;Washington Heights;Private room; $45,00 ;5;20;244
1123934;Sunny 1BR Apt in N. Williasmburg;6164428;Bjarke And Holly;Williamsburg;Entire home/apt; $130,00 ;14;1;296
1123960;Private Rm for 1 in Historic Harlem;6165258;Gita;Harlem;Private room; $70,00 ;28;16;365
1124012;FOODIE HAVEN -ENJOY THE REAL NYC :);5848607;Meredith;East Village;Private room; $125,00 ;2;246;216
1124329;1 bedroom Apt 1 minute from the subway!;6163192;Izz;Lower East Side;Entire home/apt; $140,00 ;3;126;228
1126432;South Slope One-Bedroom with Garden Terrace;5268463;Christy;Sunset Park;Entire home/apt; $120,00 ;3;13;201
1126492;Andy Phillips;6180052;Andrian;Fort Greene;Private room; $99,00 ;5;4;250
1126944;Private Home w/ Parking in Brooklyn;128663;Tina;Kensington;Entire home/apt; $300,00 ;5;1;15
1127040;spacious PARK SLOPE room available ;835112;Leah;South Slope;Private room; $40,00 ;90;0;311
1127140;Manhattan NYC - The Blue Room;6158233;Craig;Harlem;Private room; $47,00 ;3;61;285
1128681;Sunny Room in Lower East Side Apt!;302772;Cheryl;Lower East Side;Private room; $115,00 ;3;29;339
1129105;Quiet and Cozy Brooklyn Brownstone Apartment;131014;Serge;Bedford-Stuyvesant;Entire home/apt; $90,00 ;2;4;0
1129483;Unique 1BR in energetic E. Village;6196141;Brian;East Village;Entire home/apt; $199,00 ;3;42;330
1130138;West Harlem Clean Park 1 Bedroom;1124797;Marianna;Harlem;Entire home/apt; $110,00 ;3;82;15
1130680;It's all about Bushwick BROOKLYN;55176;Madison;Bushwick;Entire home/apt; $100,00 ;3;308;99
1130855;Brooklyn: Close-In With Character ;4623093;Matt;Prospect Heights;Private room; $90,00 ;14;79;336
1131422;ART HOUSE BIGGIE SMALL;5942292;@ Art House Monique;Bedford-Stuyvesant;Private room; $40,00 ;1;66;118
1131804;Elegant 2BR in Manhattan 15 mins to Midtown;6209044;Timothy;Harlem;Entire home/apt; $133,00 ;14;19;279
1132201;Cozy North Park Slope Apartment;712590;Erin;Prospect Heights;Private room; $130,00 ;2;8;0
1132409;Amazing Upper West Side Loft-Studio;3038687;Karen;Upper West Side;Entire home/apt; $79,00 ;30;12;36
1132907;1 BDR in Greenwich Village Full APT;3965911;Tim;Greenwich Village;Entire home/apt; $200,00 ;2;26;188
1133296;Entire home/apt in Chelsea New York;6216882;Raquel;Chelsea;Entire home/apt; $175,00 ;3;19;194
1134365;Private Garden Apt. with outdoor space in Red Hook;6012816;Jeffrey;Red Hook;Entire home/apt; $200,00 ;1;7;0
1136399;Furnished Nolita Studio;6233644;Sri;Nolita;Entire home/apt; $200,00 ;3;0;0
1137093;Triplex Penthouse in New York;5446918;Paresh;Williamsburg;Entire home/apt; $300,00 ;5;34;365
1137270;large Private room in UWS New York;6169516;Audra;Upper West Side;Private room; $135,00 ;3;13;219
1137587;Plum Guide Award-Winning Prospect Heights Oasis;354887;Jenny;Prospect Heights;Entire home/apt; $189,00 ;3;173;265
1137999;Private room in a townhouse in NYC;6242426;H. Ann;Jamaica;Private room; $133,00 ;1;0;281
1138052;Private room in Brooklyn;6131397;Dan;Sunset Park;Private room; $65,00 ;1;4;0
1138455;Big and Well Appointed NYC 1 Bdrm;6245239;Erica;Upper West Side;Entire home/apt; $179,00 ;4;27;0
1139851;The Perfect Large Chelsea Studio;5654454;Stuart;Chelsea;Entire home/apt; $90,00 ;45;11;279
1140826;Private room/bedroom in Park Slope/Gowanus BK;6256118;Katie;Gowanus;Private room; $49,00 ;1;9;98
1141120;Beautiful stylish one bedroom home with balcony.;2637874;Elon;Williamsburg;Entire home/apt; $140,00 ;3;60;197
1142034;Large Flatiron 2 bedroom;1474508;Samuel;Midtown;Entire home/apt; $115,00 ;2;70;120
1144861;Stylish Arty Brooklyn Appartment #4;252361;Lucien;Cobble Hill;Entire home/apt; $190,00 ;1;221;238
1145134;Lovely garden bedroom in Greenpoint;585273;Summer;Greenpoint;Private room; $99,00 ;5;179;0
1145288;5 STARS***MIDTOWN EAST-BRAND NEW!!!;1475015;Mike;Midtown;Entire home/apt; $110,00 ;30;3;365
1145337;Spacious Private Room -East Village;6280254;Jc;East Village;Private room; $109,00 ;2;292;231
1146534;furnished br in 2 br share in WV;6286114;Stephen;West Village;Private room; $64,00 ;5;42;0
1146653;Luxury 1 Bedroom Central Park Views;836168;Henry;Upper West Side;Entire home/apt; $1 000,00 ;30;24;364
1147507;RUSTIC/MODERN/EV/NYC;5523186;Mark;East Village;Entire home/apt; $750,00 ;3;9;364
1147524;3br family-friendly Astoria house;244071;Litza;Ditmars Steinway;Entire home/apt; $175,00 ;7;2;8
1148144;Private Room (Long room) in Manhattan NYC;2559004;Sergio;East Harlem;Private room; $47,00 ;1;6;353
1148279;Family Owned & Operated Brownstone;6294856;Yoki;Bedford-Stuyvesant;Private room; $60,00 ;3;140;189
1148978;1 BR 1/2 block to A/B/C/D trains;6298986;Marcelo;Washington Heights;Private room; $48,00 ;14;46;287
1150382;Fab 1 Bedroom Apartment!;6305367;Suzanne;East Harlem;Entire home/apt; $100,00 ;1;54;0
1150398;Bright room in Brooklyn;6305477;Alex;Park Slope;Private room; $105,00 ;1;127;88
1150514;Lovely Entire Apt in Prime Brooklyn;4376062;Eliza;Fort Greene;Entire home/apt; $138,00 ;7;1;0
1150594;HEART OF EAST VILLAGE! Quiet apt in middle of NYC!;7399728;Mickey;East Village;Entire home/apt; $129,00 ;1;96;324
1150869;Large UWS Apt $170.00/day May 2018- September 2018;6142196;Neni;Morningside Heights;Entire home/apt; $170,00 ;30;4;1
1151209;Large Sunny 1BR - Entire 2nd Floor;6309691;Lisa;Greenpoint;Entire home/apt; $139,00 ;1;284;160
1151343;Large  room in 2/1 on park w/2day discounts;4910820;Alex;Harlem;Private room; $94,00 ;1;30;218
1151582;Quiet & Convenient Upper East Side ;364351;Katie;Upper East Side;Private room; $115,00 ;3;1;0
1155475;Big, glamorous, 4BR, 3-story house;2199502;Jon;Fort Greene;Entire home/apt; $499,00 ;2;126;256
1155885;Fresh and modern 1BR in Bed-Stuy;6334250;Shaila & Alex;Bedford-Stuyvesant;Entire home/apt; $79,00 ;2;198;250
1156440;Trendy East Village 1 Bedroom - NYC;1908631;Derek;East Village;Entire home/apt; $200,00 ;4;26;0
1156499;MODERN/ SUBWAY/TERRACE/LOFT/ LARGE MASTER BEDROOM;5644215;LiVi;Greenpoint;Private room; $152,00 ;5;13;241
1157036;private spacious sunny bedroom;3696460;Radium;Kensington;Private room; $50,00 ;30;10;205
1157522;North Williamsburg whole apt - Off the BEDFORD L;6263282;Liza;Williamsburg;Entire home/apt; $212,00 ;2;51;147
1159142;Private Master Bedroom@Central Park;2010724;K. Naomi;East Harlem;Private room; $108,00 ;14;4;38
1164101;Oasis in the West Village;6376776;Kurt;West Village;Private room; $89,00 ;30;13;282
1164111;COMFORTABLE NYC RETREAT & Breakfast;6375533;LaNola;East Harlem;Private room; $89,00 ;1;273;47
1165913;Quiet/Clean minutes to Manhattan;6385492;John;Sunnyside;Private room; $65,00 ;2;12;332
1166339;Spring in Central Park-UWS;3496628;Ali;Upper West Side;Entire home/apt; $239,00 ;4;3;184
1166398;Entire 2 bedroom flat;6387355;Eric;Bushwick;Entire home/apt; $99,00 ;30;13;280
1166616;Gorgeous Large Sunny Room - Upper Manhattan;6388666;Celine;Washington Heights;Private room; $80,00 ;2;56;249
1166947;Huge Private Sunny Bedroom in NYC;6390340;Lori;Washington Heights;Private room; $125,00 ;56;0;365
1167658;Cozy Greenpoint Accommodation;6394282;Patricia;Greenpoint;Private room; $55,00 ;7;116;308
1170268;Modern Trendy Duplex Brooklyn Loft!;6407125;Alyssia;Bushwick;Entire home/apt; $160,00 ;2;31;0
1171566;Nolita: 1BR with private bathroom;6395317;Pierre;Nolita;Private room; $100,00 ;15;5;197
1171581;Spacious 2 bedroom near Times Sq;6414296;Noelle;Hell's Kitchen;Entire home/apt; $1 000,00 ;1;0;365
1171674;Great One-Bed in the West Village;6414916;Jon;Greenwich Village;Entire home/apt; $225,00 ;2;136;10
1171716;Room with a sunrise view over colored rooftops;6415261;John;Flatbush;Private room; $35,00 ;30;0;317
1171955;Manhattan apt in the centre of it!;4922378;Erin;Midtown;Entire home/apt; $275,00 ;7;6;191
1173994;Steps to Subway! Entire apt! 20 min to Manhattan!;6387598;Ana;Bedford-Stuyvesant;Entire home/apt; $200,00 ;2;80;109
1174944;*Soho Duplex* with private rooftop;5189987;Jorge;SoHo;Entire home/apt; $190,00 ;4;25;0
1175400;LARGE light filled loft/apt! PRIME Williamsburg.✨;5536387;Heather And John;Williamsburg;Private room; $117,00 ;2;43;88
1177971;Amazing View from Contemporary Loft;6444977;Chris;Midtown;Shared room; $80,00 ;1;66;365
1178231;Private, Cozy hideaway apt in Bklyn for 1 to 3 .;6445684;Sharon;Canarsie;Entire home/apt; $99,00 ;1;93;311
1178389;Beautiful, clean 1-bdrm private apt;6447462;Adam;Washington Heights;Entire home/apt; $70,00 ;6;19;188
1180157;PRIVATE ROOM (BRIGHT & CLEAN) Manhattan NYC;2559004;Sergio;East Harlem;Private room; $44,00 ;30;2;325
1180296;Comfortable Central Park North Rm;3274316;Clotaire;Harlem;Private room; $125,00 ;1;85;301
1180537;spacious, tranquil east village apt;6030235;Parker (& Juan);Lower East Side;Entire home/apt; $130,00 ;2;32;184
1180618;One-Bedroom Apt. on Upper East Side;6459215;Aryn;Upper East Side;Entire home/apt; $130,00 ;14;8;332
